method,trial,bin,n_bin,coverage,mean_width
abs,33,3,40175,0.8353702551337897,2.2715330686628326
abs,33,4,39746,0.7252553716097218,2.2715330686628326
norm,33,0,39762,0.920074442935466,0.8528898630824544
norm,33,1,40146,0.872365864594231,1.3173246482798486
norm,33,2,40171,0.8987827039406537,2.0708632086276
norm,33,3,40175,0.8855756067205974,2.6475224377358546
norm,33,4,39746,0.8751572485281538,3.37807207762611
cqr,33,0,39762,0.9543785523867009,1.0106609877477828
cqr,33,1,40146,0.9160563941613112,1.5046581499843101
cqr,33,2,40171,0.9154116153444026,2.137733227619938
cqr,33,3,40175,0.884181705040448,2.5879047978143848
cqr,33,4,39746,0.8736476626578775,3.143093187556982
abs,34,0,39762,0.9990694633066747,2.3010811011889767
abs,34,1,40146,0.9905345488965277,2.301081101188977
abs,34,2,40171,0.9373677528565383,2.3010811011889767
abs,34,3,40175,0.8407218419415059,2.3010811011889767
abs,34,4,39746,0.7314195139133498,2.3010811011889767
norm,34,0,39762,0.91725768321513,0.8456498680034993
norm,34,1,40146,0.8694265929357844,1.306142168121786
norm,34,2,40171,0.8963680266859178,2.0532841048199098
norm,34,3,40175,0.8828873677660236,2.6250482001463076
norm,34,4,39746,0.8720374377295829,3.3493963642931157
cqr,34,0,39762,0.9327750113173382,0.9325174810085916
cqr,34,1,40146,0.897274946445474,1.4265146432451195
cqr,34,2,40171,0.9029648253715367,2.059589720880747
cqr,34,3,40175,0.872383322962041,2.509761291075194
cqr,34,4,39746,0.864464348613697,3.0649496808177914
abs,35,0,39762,0.9990946129470348,2.364700449426131
abs,35,1,40146,0.9919543665620485,2.364700449426131
abs,35,2,40171,0.9448109332603122,2.364700449426131
abs,35,3,40175,0.8513503422526447,2.364700449426131
abs,35,4,39746,0.7453328636843959,2.364700449426131
norm,35,0,39762,0.920602585383029,0.8545507750085125
norm,35,1,40146,0.8729636825586609,1.3198899973518972
norm,35,2,40171,0.8994548305991885,2.0748959935736115
norm,35,3,40175,0.8864965774735533,2.6526782049476365
norm,35,4,39746,0.8758365621697781,3.3846505122443094
cqr,35,0,39762,0.9300588501584427,0.9253647648194621
cqr,35,1,40146,0.8952573108155233,1.4193619270559894
cqr,35,2,40171,0.9018944014338702,2.052437004691617
cqr,35,3,40175,0.8714125700062227,2.502608574886064
cqr,35,4,39746,0.8636089166205404,3.057796964628661
abs,36,0,39762,0.998943715104874,2.2061284631182034
abs,36,1,40146,0.9872465500921636,2.206128463118204
abs,36,2,40171,0.9259415996614473,2.206128463118204
abs,36,3,40175,0.8222775357809583,2.206128463118204
abs,36,4,39746,0.7120213354802999,2.206128463118204
norm,36,0,39762,0.9167546904079271,0.8439232113145939
norm,36,1,40146,0.8685796841528421,1.303475273468833
norm,36,2,40171,0.895695900027383,2.049091687995935
norm,36,3,40175,0.8817921593030491,2.619688349450437
norm,36,4,39746,0.8715090826749862,3.342557531987903
cqr,36,0,39762,0.9215331220763543,0.8988062478802846
cqr,36,1,40146,0.8885816768793903,1.3928034101168123
cqr,36,2,40171,0.897363769883747,2.02587848775244
cqr,36,3,40175,0.8668077162414437,2.4760500579468867
cqr,36,4,39746,0.8602375081769235,3.0312384476894842
abs,37,0,39762,0.9990694633066747,2.288507445143659
abs,37,1,40146,0.9899865490958003,2.288507445143659
abs,37,2,40171,0.9359239252196858,2.288507445143659
abs,37,3,40175,0.8385563161169882,2.288507445143659
abs,37,4,39746,0.728928697227394,2.288507445143659
norm,37,0,39762,0.9314169307378904,0.8910291956169785
norm,37,1,40146,0.8871120410501669,1.3762324686109395
norm,37,2,40171,0.9107814094744965,2.163467592811404
norm,37,3,40175,0.9010329807093964,2.765913736561339
norm,37,4,39746,0.8905801841694762,3.5291319270520813
cqr,37,0,39762,0.9564408228962326,1.0197712865984836
cqr,37,1,40146,0.9180989388731131,1.5137684488350112
cqr,37,2,40171,0.9165318264419606,2.1468435264706387
cqr,37,3,40175,0.8857249533291848,2.5970150966650856
cqr,37,4,39746,0.8748050118250893,3.152203486407682
abs,38,0,39762,0.998943715104874,2.202041230175027
abs,38,1,40146,0.9869974592736511,2.202041230175027
abs,38,2,40171,0.9252445794229668,2.202041230175027
abs,38,3,40175,0.8212321095208462,2.202041230175027
abs,38,4,39746,0.7111910632516479,2.202041230175027
norm,38,0,39762,0.9303103465620441,0.8870499525127379
norm,38,1,40146,0.8857171324664973,1.370086358486276
norm,38,2,40171,0.9095118368972642,2.153805773039066
norm,38,3,40175,0.8992906036092098,2.75356145538214
norm,38,4,39746,0.8891963971217229,3.5133711933367806
cqr,38,0,39762,0.9286253206579146,0.9207774934100116
cqr,38,1,40146,0.89398694764111,1.4147746556465393
cqr,38,2,40171,0.9010978068756068,2.047849733282167
cqr,38,3,40175,0.8705662725575607,2.4980213034766137
cqr,38,4,39746,0.8630302420369346,3.0532096932192117
abs,39,0,39762,0.9990946129470348,2.3545782146166347
abs,39,1,40146,0.9917800029890899,2.3545782146166347
abs,39,2,40171,0.9437156157426999,2.3545782146166347
abs,39,3,40175,0.8499813316739265,2.3545782146166343
abs,39,4,39746,0.7435213606400644,2.3545782146166347
norm,39,0,39762,0.9291031638247573,0.8824459543876204
norm,39,1,40146,0.8842225875554227,1.362975287674704
norm,39,2,40171,0.9081177964203032,2.142627013925388
norm,39,3,40175,0.8974237710018669,2.739269823054035
norm,39,4,39746,0.8871332964323454,3.4951359695580706
cqr,39,0,39762,0.9475629998491022,0.9819783514571206
cqr,39,1,40146,0.9091814875703682,1.4759755136936483
cqr,39,2,40171,0.9108560902143337,2.109050591329276
cqr,39,3,40175,0.8800497822028625,2.559222161523723
cqr,39,4,39746,0.8704775323302973,3.1144105512663205
abs,40,0,39762,0.9990694633066747,2.315835995667501
abs,40,1,40146,0.99098291236985,2.315835995667501
abs,40,2,40171,0.939160090612631,2.315835995667501
abs,40,3,40175,0.8429869321717486,2.315835995667501
abs,40,4,39746,0.7349167211794898,2.315835995667501
norm,40,0,39762,0.9266384990694633,0.8739740190340276
norm,40,1,40146,0.8811836795695711,1.3498900233949922
norm,40,2,40171,0.9054043962062184,2.122056691789984
norm,40,3,40175,0.894312383322962,2.7129714228612825
norm,40,4,39746,0.8838625270467468,3.4615808653175373
cqr,40,0,39762,0.9514863437452844,0.9972334310001086
cqr,40,1,40146,0.9130922134210133,1.4912305932366363
cqr,40,2,40171,0.9134450225286899,2.124305670872264
cqr,40,3,40175,0.8822153080273802,2.574477241066711
cqr,40,4,39746,0.8721380767876012,3.129665630809308
abs,41,0,39762,0.9991449122277551,2.4081625118317396
abs,41,1,40146,0.9928760025905445,2.4081625118317396
abs,41,2,40171,0.9485698638321177,2.4081625118317396
abs,41,3,40175,0.8585687616677038,2.4081625118317396
abs,41,4,39746,0.7535349469128969,2.408162511831739
norm,41,0,39762,0.9284995724561139,0.8806324514691285
norm,41,1,40146,0.8836247695909929,1.3601742553284843
norm,41,2,40171,0.9074456697617684,2.1382237297087476
norm,41,3,40175,0.8967766023646546,2.7336403861531737
norm,41,4,39746,0.8859256277361244,3.487953162214681
cqr,41,0,39762,0.9568935164227151,1.0219952250066955
cqr,41,1,40146,0.9188213022467991,1.5159923872432228
cqr,41,2,40171,0.9168305494013094,2.1490674648788506
cqr,41,3,40175,0.8858991910392034,2.5992390350732975
cqr,41,4,39746,0.8750062899411262,3.154427424815895
abs,42,0,39762,0.9988179669030733,2.1621265619206764
abs,42,1,40146,0.9854530961988741,2.1621265619206764
abs,42,2,40171,0.920016927634363,2.1621265619206764
abs,42,3,40175,0.813366521468575,2.1621265619206764
abs,42,4,39746,0.7029638202586423,2.162126561920677
norm,42,0,39762,0.9219606659624767,0.8580446173715232
norm,42,1,40146,0.8744582274697354,1.3252863853982553
norm,42,2,40171,0.9006248288566379,2.0833792338130412
norm,42,3,40175,0.8877660236465463,2.6635237155468023
norm,42,4,39746,0.8771700296885221,3.398488701488883
cqr,42,0,39762,0.9057139982898245,0.8604271062564134
cqr,42,1,40146,0.8770487719822647,1.3544242684929408
cqr,42,2,40171,0.8904184610788878,1.9874993461285686
cqr,42,3,40175,0.8606098319850654,2.437670916323016
cqr,42,4,39746,0.8551552357469934,2.992859306065613
abs,43,0,39762,0.9990191640259545,2.2604730480189277
abs,43,1,40146,0.9891147312310068,2.2604730480189277
abs,43,2,40171,0.932289462547609,2.2604730480189277
abs,43,3,40175,0.8332794026135657,2.2604730480189277
abs,43,4,39746,0.7229406732752981,2.2604730480189277
norm,43,0,39762,0.930461244404205,0.8876009589926465
norm,43,1,40146,0.8858665869576048,1.3709374114167476
norm,43,2,40171,0.90971098553683,2.1551436468916574
norm,43,3,40175,0.8995892968263846,2.7552718778904155
norm,43,4,39746,0.8894983142957782,3.515553584856412
cqr,43,0,39762,0.9334540516070621,0.9348995374754846
cqr,43,1,40146,0.8976734917550939,1.4288966997120123
cqr,43,2,40171,0.9033382290707227,2.06197177734764
cqr,43,3,40175,0.8727815805849409,2.5121433475420867
cqr,43,4,39746,0.8648165853167614,3.067331737284684
abs,44,0,39762,0.9991449122277551,2.3933713614216385
abs,44,1,40146,0.9926269117720321,2.3933713614216385
abs,44,2,40171,0.9473251848348311,2.393371361421639
abs,44,3,40175,0.8562787803360299,2.3933713614216385
abs,44,4,39746,0.7511196095204549,2.3933713614216385
norm,44,0,39762,0.9378803883104472,0.9182820125438873
norm,44,1,40146,0.8966273103173417,1.4183256028207014
norm,44,2,40171,0.9197928854148515,2.2296389220161252
norm,44,3,40175,0.9109645301804605,2.8505113469078025
norm,44,4,39746,0.900568610677804,3.6370731559051506
cqr,44,0,39762,0.9693425884009859,1.0890800880357432
cqr,44,1,40146,0.9312758431724206,1.5830772502722708
cqr,44,2,40171,0.925966493241393,2.2161523279078987
cqr,44,3,40175,0.8953080273802115,2.666323898102345
cqr,44,4,39746,0.8832335329341318,3.221512287844943
abs,45,0,39762,0.9989940143855943,2.2476607664271064
abs,45,1,40146,0.9886663677576845,2.2476607664271064
abs,45,2,40171,0.9307460605909735,2.2476607664271064
abs,45,3,40175,0.8307902924704418,2.2476607664271064
abs,45,4,39746,0.72027373823781,2.2476607664271064
norm,45,0,39762,0.9321714199486947,0.8931969317380816
norm,45,1,40146,0.8879838589149603,1.3795806291963812
norm,45,2,40171,0.9115780040327599,2.1687309746072447
norm,45,3,40175,0.9021530802738021,2.7726427765794353
norm,45,4,39746,0.8914607759271373,3.5377177587981565
cqr,45,0,39762,0.9552587897993059,1.014746137285735
cqr,45,1,40146,0.9169282120261047,1.5087432995222625
cqr,45,2,40171,0.9159094869433173,2.14181837715789
cqr,45,3,40175,0.8849782202862476,2.591989947352337
cqr,45,4,39746,0.8741508579479697,3.147178337094934
abs,46,0,39762,0.9990694633066747,2.296353943182936
abs,46,1,40146,0.9904598216509739,2.296353943182936
abs,46,2,40171,0.9368200940977321,2.2963539431829356
abs,46,3,40175,0.8399502177971375,2.296353943182936
abs,46,4,39746,0.7304886026266794,2.296353943182936
norm,46,0,39762,0.925884009858659,0.8715616102364759
norm,46,1,40146,0.8800876799681163,1.346163955460199
norm,46,2,40171,0.9045580144880635,2.116199231361314
norm,46,3,40175,0.8931922837585563,2.705482875163663
norm,46,4,39746,0.8829567755245811,3.4520259495522407
cqr,46,0,39762,0.9482420401388261,0.9846803113639372
cqr,46,1,40146,0.9097294873710955,1.4786774736004646
cqr,46,2,40171,0.9111797067536282,2.1117525512360924
cqr,46,3,40175,0.880423148724331,2.5619241214305393
cqr,46,4,39746,0.8708549287978664,3.117112511173137
abs,47,0,39762,0.9989688647452342,2.227739926114949
abs,47,1,40146,0.9880685497932546,2.2277399261149484
abs,47,2,40171,0.9286549998755321,2.227739926114949
abs,47,3,40175,0.8261356565028003,2.227739926114949
abs,47,4,39746,0.7161223770945504,2.227739926114949
norm,47,0,39762,0.9223127609275187,0.8592946989015562
norm,47,1,40146,0.8750062272704628,1.3272171894600133
norm,47,2,40171,0.9009982325558239,2.086414500100501
norm,47,3,40175,0.8885625388923459,2.667404191846287
norm,47,4,39746,0.8777990238011372,3.4034399451302346
cqr,47,0,39762,0.9338564458528243,0.9362556156652198
cqr,47,1,40146,0.8980222189010113,1.4302527779017473
cqr,47,2,40171,0.9036120584501257,2.0633278555373753
cqr,47,3,40175,0.8731549471064095,2.5134994257318213
cqr,47,4,39746,0.8648669048457707,3.068687815474419
abs,48,0,39762,0.9990946129470348,2.3463636702509953
abs,48,1,40146,0.9916056394161311,2.3463636702509953
abs,48,2,40171,0.9426949789649249,2.3463636702509953
abs,48,3,40175,0.848562538892346,2.3463636702509953
abs,48,4,39746,0.7417601771247421,2.3463636702509953
norm,48,0,39762,0.9224385091293195,0.859936564804698
norm,48,1,40146,0.8752553180889753,1.3282085786319322
norm,48,2,40171,0.9011973811953897,2.087972985599303
norm,48,3,40175,0.8888861232109521,2.6693966582292776
norm,48,4,39746,0.8780757812106879,3.4059822068909127
cqr,48,0,39762,0.9364971580906393,0.945593849760959
cqr,48,1,40146,0.9006127634135406,1.4395910119974866
cqr,48,2,40171,0.9055288641059471,2.0726660896331146
cqr,48,3,40175,0.8745986309894213,2.5228376598275606
cqr,48,4,39746,0.8659739344839732,3.078026049570159
abs,49,0,39762,0.9990694633066747,2.2877828284006148
abs,49,1,40146,0.9899865490958003,2.2877828284006148
abs,49,2,40171,0.9358741380597944,2.2877828284006148
abs,49,3,40175,0.8384069695084008,2.2877828284006148
abs,49,4,39746,0.7288532179338801,2.2877828284006148
norm,49,0,39762,0.9252301192092953,0.8696465198695807
norm,49,1,40146,0.8793404075125791,1.3432060169816282
norm,49,2,40171,0.9040352493092032,2.11154928726693
norm,49,3,40175,0.8924704418170504,2.6995380926822263
norm,49,4,39746,0.8820007044734062,3.4444407810861053
cqr,49,0,39762,0.9409989437151048,0.9598548152002325
cqr,49,1,40146,0.9043242166093758,1.4538519774367602
cqr,49,2,40171,0.9075203505016056,2.086927055072388
cqr,49,3,40175,0.8768637212196639,2.5370986252668346
cqr,49,4,39746,0.867835757057314,3.092287015009432
abs,50,0,39762,0.9990694633066747,2.3313651557974993
abs,50,1,40146,0.9912569122702137,2.3313651557974993
abs,50,2,40171,0.941201364168181,2.3313651557974993
abs,50,3,40175,0.8457498444306161,2.3313651557974993
abs,50,4,39746,0.7385648870326573,2.3313651557974993
norm,50,0,39762,0.9216085709974348,0.8572223401348366
norm,50,1,40146,0.8740596821601155,1.3240163432527294
norm,50,2,40171,0.9003509994772348,2.0813826997346654
norm,50,3,40175,0.8874673304293715,2.6609712201679754
norm,50,4,39746,0.8768177929854577,3.395231877960369
cqr,50,0,39762,0.9370755998189226,0.947604207833171
cqr,50,1,40146,0.9010362178050118,1.4416013700696988
cqr,50,2,40171,0.9057777999054044,2.0746764477053268
cqr,50,3,40175,0.874996888612321,2.5248480178997728
cqr,50,4,39746,0.8661500528355055,3.080036407642371
abs,51,0,39762,0.9988934158241537,2.177369281773511
abs,51,1,40146,0.9860758232451552,2.177369281773511
abs,51,2,40171,0.9220084140300217,2.177369281773511
abs,51,3,40175,0.8163534536403236,2.177369281773511
abs,51,4,39746,0.7061842701152318,2.177369281773511
norm,51,0,39762,0.9216588702781551,0.85735102003579
norm,51,1,40146,0.8740845912419668,1.3242150948296931
norm,51,2,40171,0.900425680217072,2.08169514156814
norm,51,3,40175,0.8875420037336652,2.6613706655592337
norm,51,4,39746,0.8768932722789715,3.3957415451509148
cqr,51,0,39762,0.9516372415874453,0.9978076177336501
cqr,51,1,40146,0.9131918497484183,1.491804779970178
cqr,51,2,40171,0.913519703268527,2.1248798576058054
cqr,51,3,40175,0.8822650902302427,2.575051427800252
cqr,51,4,39746,0.8721883963166105,3.1302398175428494
abs,52,0,39762,0.9991449122277551,2.3872434318641553
abs,52,1,40146,0.9925272754446272,2.3872434318641558
abs,52,2,40171,0.9468024196559707,2.3872434318641558
abs,52,3,40175,0.855258245177349,2.3872434318641558
abs,52,4,39746,0.7497861420017109,2.3872434318641558
norm,52,0,39762,0.9307881897288869,0.8883843864783675
norm,52,1,40146,0.8861405868579684,1.372147448470477
norm,52,2,40171,0.910084389236016,2.157045851651066
norm,52,3,40175,0.8999128811449907,2.7577037767047465
norm,52,4,39746,0.8895989533537966,3.5186565347552343
cqr,52,0,39762,0.9524420300789699,1.0016081272567918
cqr,52,1,40146,0.9140387585313605,1.4956052894933194
cqr,52,2,40171,0.9141420427671704,2.128680367128947
cqr,52,3,40175,0.8828375855631612,2.578851937323394
cqr,52,4,39746,0.8727670709002163,3.1340403270659913
abs,53,0,39762,0.9993461093506363,2.490915160887131
abs,53,1,40146,0.9943954565834703,2.4909151608871314
abs,53,2,40171,0.956436235094969,2.4909151608871314
abs,53,3,40175,0.8717112632233976,2.4909151608871314
abs,53,4,39746,0.7696875157248528,2.4909151608871314
norm,53,0,39762,0.9430612142246366,0.9426072881861445
norm,53,1,40146,0.904448762018632,1.455897025072028
norm,53,2,40171,0.9268626621194394,2.2887020209550863
norm,53,3,40175,0.9184816428126945,2.926021346328161
norm,53,4,39746,0.9081165400291853,3.733419164908805
cqr,53,0,39762,0.9576480056335195,1.0252480622096538
cqr,53,1,40146,0.9196931201115927,1.5192452244461816
cqr,53,2,40171,0.9172288466804411,2.1523203020818094
cqr,53,3,40175,0.8863472308649658,2.602491872276256
cqr,53,4,39746,0.8753585266441906,3.1576802620188533
abs,54,0,39762,0.9989940143855943,2.252165027015753
abs,54,1,40146,0.9888158222487919,2.252165027015753
abs,54,2,40171,0.9313435065096711,2.252165027015753
abs,54,3,40175,0.8316116988176727,2.252165027015753
abs,54,4,39746,0.7212549690534896,2.252165027015753
norm,54,0,39762,0.9318193249836527,0.8920492382346482
norm,54,1,40146,0.8875105863597867,1.3778079677940298
norm,54,2,40171,0.9112543874934654,2.165944312045152
norm,54,3,40175,0.9015805849408837,2.76908013099821
norm,54,4,39746,0.8910582196950636,3.533172047158897
cqr,54,0,39762,0.9576983049142397,1.025395022661939
cqr,54,1,40146,0.9197678473571465,1.5193921848984666
cqr,54,2,40171,0.9172537402603869,2.152467262534094
cqr,54,3,40175,0.8863472308649658,2.602638832728541
cqr,54,4,39746,0.8753585266441906,3.1578272224711377
abs,55,0,39762,0.9989688647452342,2.238249397566093
abs,55,1,40146,0.9884920041847257,2.238249397566093
abs,55,2,40171,0.9296258494934156,2.238249397566093
abs,55,3,40175,0.8284754200373367,2.238249397566093
abs,55,4,39746,0.7183364363709556,2.238249397566093
norm,55,0,39762,0.9307881897288869,0.8883705150533968
norm,55,1,40146,0.8861405868579684,1.3721260234649617
norm,55,2,40171,0.910084389236016,2.1570121710729913
norm,55,3,40175,0.8999128811449907,2.7576607173245815
norm,55,4,39746,0.8895989533537966,3.5186015936949664
cqr,55,0,39762,0.9527941250440118,1.0038511951266404
cqr,55,1,40146,0.9147611219050465,1.4978483573631682
cqr,55,2,40171,0.9144158721465734,2.130923434998796
cqr,55,3,40175,0.8832856253889234,2.5810950051932426
cqr,55,4,39746,0.8729431892517486,3.13628339493584
abs,56,0,39762,0.9990946129470348,2.336828561254074
abs,56,1,40146,0.9914561849250236,2.336828561254074
abs,56,2,40171,0.9417241293470414,2.336828561254074
abs,56,3,40175,0.846795270690728,2.336828561254074
abs,56,4,39746,0.7398983545514014,2.336828561254074
norm,56,0,39762,0.9231426990594035,0.862443027390923
norm,56,1,40146,0.876251681363025,1.332079916641382
norm,56,2,40171,0.9019690821737074,2.094058813768084
norm,56,3,40175,0.8899066583696329,2.6771771656823664
norm,56,4,39746,0.8792331303778996,3.415909644937298
cqr,56,0,39762,0.9511845480609628,0.9960106017513056
cqr,56,1,40146,0.9126438499476909,1.490007763987833
cqr,56,2,40171,0.9132707674690698,2.123082841623461
cqr,56,3,40175,0.8821406347230865,2.5732544118179073
cqr,56,4,39746,0.8719871182005736,3.1284428015605057
