model,trial,coverage,width
ridge,251,0.915485,2.2931414211665375
rf,251,0.916205,1.8721865470218633
gbm,251,0.923395,1.9012967787530157
mlp,251,0.92157,1.970009355793192
constant,252,0.897735,2.9357366031352568
ridge,252,0.910485,2.258850440665267
rf,252,0.903455,1.799496520872105
gbm,252,0.901175,1.7722236218328362
mlp,252,0.9025,1.8540466530000326
constant,253,0.885655,2.8570728597336377
ridge,253,0.895735,2.1664774668265903
rf,253,0.88068,1.6859919947473851
gbm,253,0.90259,1.7796905429192906
mlp,253,0.89357,1.804038028905616
constant,254,0.88597,2.858788288955628
ridge,254,0.87535,2.055121987768062
rf,254,0.90191,1.7904561321231662
gbm,254,0.89561,1.744415808133778
mlp,254,0.891735,1.7951977704414883
constant,255,0.89912,2.945405770838527
ridge,255,0.89575,2.166522706584992
rf,255,0.899835,1.7792643174787504
gbm,255,0.89961,1.7642401748624021
mlp,255,0.891875,1.7959909827560439
constant,256,0.908035,3.010825585233714
ridge,256,0.86245,1.9910325672252482
rf,256,0.887135,1.7155810770667252
gbm,256,0.9011,1.7718565827922423
mlp,256,0.89064,1.7894639150845075
constant,257,0.89338,2.9064736876961295
ridge,257,0.88138,2.086218351802663
rf,257,0.85564,1.5790167152627697
gbm,257,0.876485,1.6523023084971076
mlp,257,0.891665,1.7948585366756311
constant,258,0.86711,2.7457026814146452
ridge,258,0.89656,2.171562241671653
rf,258,0.866525,1.6254916723632444
gbm,258,0.86286,1.5944963206887643
mlp,258,0.88652,1.7694261704341057
constant,259,0.8941,2.911405545529043
ridge,259,0.90406,2.2166686523661583
rf,259,0.90538,1.809722452396585
gbm,259,0.894845,1.7405889639936132
mlp,259,0.890475,1.7884867885070095
constant,260,0.89048,2.8877024142969603
ridge,260,0.903645,2.214254980409651
rf,260,0.893755,1.7481778943232582
gbm,260,0.915125,1.8505776650690093
mlp,260,0.905475,1.8702861655382366
constant,261,0.90171,2.9643446232767587
ridge,261,0.92107,2.332073472930029
rf,261,0.917065,1.8774764098699364
gbm,261,0.91888,1.8733823843172888
mlp,261,0.91072,1.9013344355843669
constant,262,0.92136,3.1180764284904816
ridge,262,0.912775,2.2741893321678974
rf,262,0.88861,1.7228980622002783
gbm,262,0.90248,1.778906579220699
mlp,262,0.91554,1.9304160541609217
constant,263,0.90871,3.016314964376007
ridge,263,0.92721,2.3771157318687903
rf,263,0.90833,1.8268064296102242
gbm,263,0.90307,1.7818369318593834
mlp,263,0.911245,1.9044472246856798
constant,264,0.89396,2.9102244487914284
ridge,264,0.889745,2.1319790491237605
rf,264,0.90349,1.7997023013381768
gbm,264,0.885965,1.6973936627540473
mlp,264,0.89833,1.8305126164696675
constant,265,0.9137,3.055489630128447
ridge,265,0.91034,2.257935969229899
rf,265,0.90323,1.798332737559441
gbm,265,0.891235,1.7223003154120475
mlp,265,0.89647,1.8200360842900767
constant,266,0.90119,2.960659871537313
ridge,266,0.92313,2.346753876447667
rf,266,0.896045,1.7596332659074712
gbm,266,0.91616,1.8565762345362267
mlp,266,0.91732,1.9416249673254276
constant,267,0.91052,3.030641389926547
ridge,267,0.908385,2.2448419606147407
rf,267,0.896725,1.7630683001825478
gbm,267,0.897505,1.7543890104215665
mlp,267,0.90321,1.857918878496759
constant,268,0.91208,3.042738795680884
ridge,268,0.892745,2.1492343385733914
rf,268,0.90958,1.8339803564659802
gbm,268,0.90193,1.7763104252697097
mlp,268,0.89786,1.8276185869873
constant,269,0.89102,2.8910533016546527
ridge,269,0.89744,2.176654029017433
rf,269,0.904445,1.8047151633224783
gbm,269,0.908615,1.812990815046441
mlp,269,0.912915,1.9151877987850001
constant,270,0.899055,2.945083193327645
ridge,270,0.889855,2.1326421810203176
rf,270,0.88155,1.6900639947682004
gbm,270,0.89116,1.721774370575292
mlp,270,0.89779,1.8272205339359533
constant,271,0.915275,3.067163766138213
ridge,271,0.89918,2.1872963804976573
rf,271,0.908205,1.8263469489463358
gbm,271,0.9173,1.863579087210356
mlp,271,0.910715,1.9013144710915943
constant,272,0.913365,3.052239400642101
ridge,272,0.896705,2.1724763717986306
rf,272,0.90992,1.8360622874724144
gbm,272,0.914975,1.8495033777814478
mlp,272,0.92782,2.0136186151230873
constant,273,0.91611,3.073778908221712
ridge,273,0.916365,2.2992334626617255
rf,273,0.90565,1.8113101377751957
gbm,273,0.911665,1.8298058611133663
mlp,273,0.89217,1.7975065205975889
constant,274,0.89232,2.8987180220857907
ridge,274,0.92143,2.334469719161024
rf,274,0.923155,1.9144142188405595
gbm,274,0.920725,1.8844874048428266
mlp,274,0.88999,1.7859244195727966
constant,275,0.904915,2.987289826346232
ridge,275,0.88043,2.080981532597995
rf,275,0.89022,1.730973824207133
gbm,275,0.88523,1.6939604802548325
mlp,275,0.888225,1.777144145216989
constant,276,0.88049,2.8238447489290683
ridge,276,0.89793,2.179608928933689
rf,276,0.911215,1.8437672984528417
gbm,276,0.898475,1.7592350181365815
mlp,276,0.89915,1.8353195325558673
constant,277,0.891255,2.8924333039172225
ridge,277,0.87234,2.0403245463408437
rf,277,0.880555,1.6853954285557329
gbm,277,0.896875,1.7510530866466392
mlp,277,0.88627,1.7680962678200514
constant,278,0.898965,2.9441000374600863
ridge,278,0.911825,2.267756889714154
rf,278,0.92293,1.9131375576391851
gbm,278,0.9029,1.7812587388157946
mlp,278,0.90726,1.8807601194639865
constant,279,0.9135,3.053656829008691
ridge,279,0.912475,2.2721061535842386
rf,279,0.886545,1.7130175782980694
gbm,279,0.893545,1.7338711039676464
mlp,279,0.892695,1.7999602091596103
constant,280,0.917195,3.084128162065528
ridge,280,0.92517,2.3622832548333976
rf,280,0.9031,1.7974803241148773
gbm,280,0.91388,1.842301246674995
mlp,280,0.910515,1.900206680395601
constant,281,0.901545,2.9631062853944687
ridge,281,0.897435,2.1766289203558946
rf,281,0.890775,1.7338665807691245
gbm,281,0.88974,1.7146219568300858
mlp,281,0.89636,1.8194512252216508
constant,282,0.89369,2.908520271161315
ridge,282,0.88166,2.0877134384600833
rf,282,0.87524,1.6620562395891416
gbm,282,0.88953,1.713479028443376
mlp,282,0.879315,1.733173968750677
constant,283,0.91071,3.0319168007338737
ridge,283,0.90949,2.2516725503667407
rf,283,0.910705,1.8401882839671113
gbm,283,0.91928,1.8756759022214857
mlp,283,0.894335,1.8081579658462188
constant,284,0.91677,3.080806664458609
ridge,284,0.9155,2.293251143853454
rf,284,0.89122,1.7358033367883425
gbm,284,0.902295,1.778248682271518
mlp,284,0.893815,1.805191765634444
constant,285,0.880325,2.822695293867219
ridge,285,0.896275,2.1696475505124306
rf,285,0.881075,1.6881341217124495
gbm,285,0.88336,1.683942925457837
mlp,285,0.894915,1.8113702983353386
constant,286,0.90562,2.9920096134031073
ridge,286,0.90595,2.228924475183534
rf,286,0.89593,1.759133840874138
gbm,286,0.90193,1.7763517827245314
mlp,286,0.923245,1.9809305163223132
constant,287,0.918125,3.0922840012018167
ridge,287,0.90643,2.2320096514061873
rf,287,0.90321,1.7982192585608563
gbm,287,0.89755,1.7546178457544785
mlp,287,0.90167,1.8489070803604983
constant,288,0.929005,3.1822734044769705
ridge,288,0.912205,2.2705861783223757
rf,288,0.92045,1.897632713807461
gbm,288,0.917895,1.867429643277672
mlp,288,0.924415,1.9890825341507352
constant,289,0.90184,2.9653715986545794
ridge,289,0.90613,2.2303252698038207
rf,289,0.891145,1.7354071049963333
gbm,289,0.89516,1.7420459114187345
mlp,289,0.898535,1.8318780185486554
constant,290,0.91196,3.0419806657206108
ridge,290,0.9346,2.434328303039782
rf,290,0.93082,1.9645760767056673
gbm,290,0.915045,1.8499858882806897
mlp,290,0.927075,2.0079447209690136
constant,291,0.911085,3.0353511343743405
ridge,291,0.911315,2.2645497195419795
rf,291,0.9054,1.8098271493160307
gbm,291,0.90364,1.784898046223372
mlp,291,0.891575,1.7941729429063589
constant,292,0.90715,3.0039442381859542
ridge,292,0.928035,2.3842408254609273
rf,292,0.90904,1.830482859874158
gbm,292,0.906905,1.8039004687237838
mlp,292,0.909385,1.8934161962739169
constant,293,0.914605,3.062113643711543
ridge,293,0.896915,2.1737882243076525
rf,293,0.904355,1.8044710873865544
gbm,293,0.908125,1.8107690310447
mlp,293,0.89889,1.834142555884675
constant,294,0.88179,2.833139106834782
ridge,294,0.9131,2.276881846279407
rf,294,0.895245,1.7558446280681002
gbm,294,0.89763,1.755147291639085
mlp,294,0.90778,1.8839405563135077
constant,295,0.91251,3.045851549526729
ridge,295,0.901625,2.202921423649053
rf,295,0.898675,1.7728699708168574
gbm,295,0.890985,1.7207965344528642
mlp,295,0.89238,1.7984522677961567
constant,296,0.88873,2.875665001572905
ridge,296,0.890615,2.137104513251046
rf,296,0.884645,1.704287534349898
gbm,296,0.89624,1.7478389159757506
mlp,296,0.89993,1.839384531736734
constant,297,0.881295,2.829546827778646
ridge,297,0.89101,2.1394063481804726
rf,297,0.881795,1.6914104793501599
gbm,297,0.88496,1.692225604897873
mlp,297,0.867595,1.6800188760372348
constant,298,0.873875,2.783991161119122
ridge,298,0.901695,2.203315812314476
rf,298,0.90666,1.8176163905659353
gbm,298,0.89991,1.7658027264007647
mlp,298,0.90461,1.8655775917494841
constant,299,0.909595,3.023539736432202
ridge,299,0.91006,2.255957836273761
rf,299,0.901525,1.7880327103049374
gbm,299,0.901955,1.7764197831125106
mlp,299,0.90565,1.871341892370316
constant,300,0.896025,2.9239874766677225
ridge,300,0.88224,2.090936231612999
rf,300,0.878585,1.6765582519715712
gbm,300,0.884465,1.6896797205577474
mlp,300,0.888625,1.7794984504947817
constant,301,0.92476,3.1455711073500456
ridge,301,0.92102,2.3315891436427245
rf,301,0.92098,1.900195838919415
gbm,301,0.92021,1.881472521283595
mlp,301,0.9325,2.048522318040338
constant,302,0.90021,2.9540622273279236
ridge,302,0.901665,2.20312758904726
rf,302,0.9189,1.8878762548984234
gbm,302,0.9211,1.8864461853620083
mlp,302,0.91553,1.9303383527773152
constant,303,0.915635,3.06998622961272
ridge,303,0.905565,2.2263592996956016
rf,303,0.901835,1.7899623459601313
gbm,303,0.90612,1.79941056272416
mlp,303,0.896415,1.8197228398339804
constant,304,0.90173,2.964542715173142
ridge,304,0.900745,2.197259246339029
rf,304,0.90848,1.8276033095645405
gbm,304,0.921505,1.8887240585904361
mlp,304,0.90862,1.888905944501154
constant,305,0.90592,2.994563838374244
ridge,305,0.90691,2.235223933009341
rf,305,0.89284,1.7438006917177633
gbm,305,0.884935,1.6920771574666973
mlp,305,0.897235,1.8244239606500556
constant,306,0.9177,3.0884487332698676
ridge,306,0.90358,2.213936040553729
rf,306,0.902375,1.7932414265504824
gbm,306,0.88615,1.6981919600804771
mlp,306,0.89992,1.8393584400687986
constant,307,0.898125,2.9384315568154373
ridge,307,0.899135,2.187036525469745
rf,307,0.8981,1.7693430917266735
gbm,307,0.8942,1.7377288421281758
mlp,307,0.89085,1.7903686778360288
constant,308,0.897415,2.933420896077368
ridge,308,0.881935,2.0891267704252434
rf,308,0.885205,1.7068490918405237
gbm,308,0.898045,1.7572241913900934
mlp,308,0.9112,1.9040046376679869
constant,309,0.89979,2.9505325987677447
ridge,309,0.9043,2.218319996796135
rf,309,0.88382,1.7002285104122472
gbm,309,0.879065,1.6642885468352577
mlp,309,0.89664,1.8212519280485346
constant,310,0.894855,2.916173539465822
ridge,310,0.898445,2.1822143164136563
rf,310,0.907755,1.8236400801680834
gbm,310,0.908285,1.8113247591062343
mlp,310,0.914085,1.9218922050170895
constant,311,0.908625,3.015416016019345
ridge,311,0.915585,2.293915151900011
rf,311,0.902005,1.7911789685323831
gbm,311,0.899055,1.761716875183956
mlp,311,0.8985,1.831690206911774
constant,312,0.895395,2.9198835787973083
ridge,312,0.88118,2.0850834255026993
rf,312,0.89492,1.7540726320312898
gbm,312,0.896545,1.7493676356760282
mlp,312,0.9048,1.8667100311669222
constant,313,0.91277,3.0476878907207086
ridge,313,0.91709,2.304497141189058
rf,313,0.882795,1.6957669404869433
gbm,313,0.899725,1.7648004917153892
mlp,313,0.900935,1.8446574914697074
constant,314,0.91522,3.066705100240429
ridge,314,0.907055,2.2364330010964704
rf,314,0.905715,1.8115956978967145
gbm,314,0.907545,1.807639745549599
mlp,314,0.911895,1.9084218879472639
constant,315,0.90999,3.0266307348277035
ridge,315,0.904935,2.222122384924395
rf,315,0.91049,1.8388261495479967
gbm,315,0.91394,1.842614079953535
mlp,315,0.921655,1.9705985659616658
constant,316,0.884795,2.8517152726423523
ridge,316,0.91561,2.294087853235186
rf,316,0.911635,1.8457386674087723
gbm,316,0.90855,1.8126152357595653
mlp,316,0.88465,1.7597833455281693
constant,317,0.90417,2.9819215881615433
ridge,317,0.91893,2.317041881602789
rf,317,0.906375,1.8160773684240774
gbm,317,0.892335,1.7279475623670923
mlp,317,0.896965,1.8227598596895807
constant,318,0.936505,3.255258716617192
ridge,318,0.926665,2.37335792940396
rf,318,0.914165,1.8603198937199485
gbm,318,0.910225,1.8214367992071292
mlp,318,0.929535,2.0258105492197664
constant,319,0.90119,2.9606401383716126
ridge,319,0.91152,2.2656726348271756
rf,319,0.879065,1.6786933562428816
gbm,319,0.898145,1.7576587570872886
mlp,319,0.9045,1.8651262129155304
constant,320,0.918985,3.099464305797631
ridge,320,0.893465,2.1533177222296893
rf,320,0.88001,1.682794598147583
gbm,320,0.88121,1.6735857474497018
mlp,320,0.86966,1.6895267665730636
constant,321,0.90905,3.0192141161187305
ridge,321,0.91447,2.286091119473788
rf,321,0.915645,1.8686703476403967
gbm,321,0.91098,1.825724420093866
mlp,321,0.90025,1.8413540500199121
constant,322,0.875565,2.794669042175645
ridge,322,0.867965,2.018228200619394
rf,322,0.90235,1.7929639240509379
gbm,322,0.89194,1.7262095664777022
mlp,322,0.90217,1.851892039671808
constant,323,0.91028,3.0290941320822604
ridge,323,0.89786,2.1793192127589003
rf,323,0.907775,1.8238490174499917
gbm,323,0.888455,1.7084412330211598
mlp,323,0.90888,1.8906021863658675
constant,324,0.858505,2.6970944419448335
ridge,324,0.904695,2.2209159711830226
rf,324,0.897715,1.767869998373983
gbm,324,0.90332,1.783266570370577
mlp,324,0.917565,1.9432527584236434
constant,325,0.90408,2.981403424243225
ridge,325,0.907975,2.242178467710083
rf,325,0.910855,1.8412908301826054
gbm,325,0.89377,1.735055121116823
mlp,325,0.912345,1.9111172943103416
constant,326,0.911125,3.0356307729565355
ridge,326,0.87651,2.0608552309941794
rf,326,0.87613,1.6660858715338636
gbm,326,0.88368,1.6853125513911231
mlp,326,0.896615,1.820972058291928
constant,327,0.8824,2.836486324036197
ridge,327,0.88883,2.126757216256383
rf,327,0.889965,1.7297864991199694
gbm,327,0.892965,1.731183464560297
mlp,327,0.918015,1.9461277859728239
constant,328,0.90082,2.9584504812650323
ridge,328,0.887905,2.1217681248921036
rf,328,0.895475,1.7568814143502272
gbm,328,0.90202,1.7767529990016748
mlp,328,0.89846,1.8313551629694338
constant,329,0.915785,3.071184514583284
ridge,329,0.905655,2.2269657657357484
rf,329,0.920595,1.8984624847593743
gbm,329,0.91831,1.8698183649794102
mlp,329,0.912405,1.9114693009559265
constant,330,0.90962,3.023851624185207
ridge,330,0.88902,2.1277624666158914
rf,330,0.87154,1.646074871469729
gbm,330,0.878395,1.6615959424372253
mlp,330,0.886405,1.768799204183879
constant,331,0.900065,2.9528519648832
ridge,331,0.92498,2.3608999876344803
rf,331,0.92098,1.9002765064726093
gbm,331,0.91508,1.8502115773202956
mlp,331,0.919495,1.9558577518352054
constant,332,0.910355,3.0296322295386355
ridge,332,0.90545,2.225482634718343
rf,332,0.890945,1.7347847658404985
gbm,332,0.90392,1.7864726375841955
mlp,332,0.918645,1.9505581990557939
constant,333,0.899005,2.9443776200389022
ridge,333,0.893675,2.154989378348732
rf,333,0.902995,1.7968843249458382
gbm,333,0.90091,1.7706856967624716
mlp,333,0.88038,1.738060493782663
constant,334,0.921445,3.11870876754831
ridge,334,0.917015,2.3037705702698767
rf,334,0.918585,1.886032815108404
gbm,334,0.92056,1.883088635605969
mlp,334,0.89709,1.8234082721019225
constant,335,0.86475,2.7318632288004148
ridge,335,0.89659,2.171853037074439
rf,335,0.90143,1.7875285382288122
gbm,335,0.90376,1.785508739616315
mlp,335,0.90989,1.896155624997462
constant,336,0.91175,3.040165587580397
ridge,336,0.912885,2.275099019167425
rf,336,0.90377,1.8007860506796094
gbm,336,0.90476,1.7912112454880644
mlp,336,0.90182,1.8499047376044033
constant,337,0.89298,2.903702706979712
ridge,337,0.91836,2.313268567641783
rf,337,0.904115,1.8026565515084945
gbm,337,0.9145,1.8463194913402776
mlp,337,0.900615,1.8430275966432743
constant,338,0.916645,3.079604580064249
ridge,338,0.89538,2.1644185284748945
rf,338,0.8796,1.6808986330460836
gbm,338,0.876765,1.6536305284881923
mlp,338,0.88562,1.7647975450151856
constant,339,0.905435,2.9905004987080206
ridge,339,0.897685,2.178135960421383
rf,339,0.91461,1.862906859007976
gbm,339,0.925015,1.9118093792787487
mlp,339,0.918195,1.9473340483101502
constant,340,0.904795,2.9865374024442666
ridge,340,0.91214,2.2699465550136453
rf,340,0.896325,1.7611238018918474
gbm,340,0.89194,1.7261950116830107
mlp,340,0.86843,1.6835242252094447
constant,341,0.90961,3.023766418133226
ridge,341,0.88195,2.0891422382293583
rf,341,0.902395,1.7934310651829726
gbm,341,0.909045,1.8153930594953265
mlp,341,0.89793,1.828108122603701
constant,342,0.895685,2.9220865202550206
ridge,342,0.930415,2.4026911385397947
rf,342,0.90966,1.8344871533624119
gbm,342,0.932055,1.960354126423922
mlp,342,0.915885,1.932328092759772
constant,343,0.906645,3.000326274670959
ridge,343,0.906955,2.235615029481634
rf,343,0.918585,1.885987969716961
gbm,343,0.914935,1.8491699018791867
mlp,343,0.906375,1.8757286692179596
constant,344,0.90574,2.992950083635619
ridge,344,0.91091,2.262124957334942
rf,344,0.8934,1.7465470393813227
gbm,344,0.87481,1.6452404539185657
mlp,344,0.894625,1.8097280624197398
constant,345,0.894055,2.910854745075163
ridge,345,0.904555,2.219886459633725
rf,345,0.912915,1.8532750353584084
gbm,345,0.899935,1.7659381080423762
mlp,345,0.894655,1.8098461690983618
constant,346,0.902115,2.96751042184121
ridge,346,0.89152,2.141997451536179
rf,346,0.91638,1.873662724809012
gbm,346,0.897175,1.752560204305377
mlp,346,0.904205,1.8632126220862493
constant,347,0.90157,2.9633459928120356
ridge,347,0.904125,2.217133907812834
rf,347,0.902425,1.7936223802134146
gbm,347,0.899885,1.7656067151966233
mlp,347,0.89456,1.8093773158316024
constant,348,0.90783,3.008859886340029
ridge,348,0.91068,2.2602873609169087
rf,348,0.894565,1.7522819526515825
gbm,348,0.91263,1.8347053962189923
mlp,348,0.89058,1.7891448539789268
constant,349,0.896545,2.9272791997637455
ridge,349,0.881255,2.0855983285164843
rf,349,0.912215,1.8491599350212389
gbm,349,0.905585,1.7956545142553013
mlp,349,0.915915,1.9324831168471286
constant,350,0.906545,2.999679916817519
ridge,350,0.887535,2.119795269418417
rf,350,0.898375,1.7710569965308225
gbm,350,0.875705,1.6492762205745388
mlp,350,0.91118,1.9038525897471472
constant,351,0.906445,2.9989685622625206
ridge,351,0.90443,2.219054308807571
rf,351,0.8834,1.6983144096345224
gbm,351,0.883285,1.6834626045517356
mlp,351,0.895205,1.8133200841937716
constant,352,0.887555,2.867928385750533
ridge,352,0.903825,2.215311983976977
rf,352,0.90992,1.8360533072906404
gbm,352,0.899175,1.762106961766848
mlp,352,0.90238,1.8532910565674627
constant,353,0.882305,2.835925686869874
ridge,353,0.89118,2.1401538888654192
rf,353,0.905695,1.8114589298833756
gbm,353,0.90758,1.807795997187143
mlp,353,0.90275,1.8555248093095065
constant,354,0.90269,2.971899570466198
ridge,354,0.882165,2.090441274845669
rf,354,0.90107,1.78569325942556
gbm,354,0.915325,1.8516348374970006
mlp,354,0.89431,1.8079926778383846
constant,355,0.911515,3.0384421223773064
ridge,355,0.885105,2.106803777223118
rf,355,0.88734,1.7165729818372788
gbm,355,0.902995,1.7816216992147562
mlp,355,0.910205,1.89812576723575
constant,356,0.901155,2.960284284327141
ridge,356,0.90999,2.2555659555742102
rf,356,0.9026,1.794667055787048
gbm,356,0.90294,1.7813578225034923
mlp,356,0.91014,1.897729397195408
constant,357,0.88519,2.8541868470333434
ridge,357,0.918825,2.3164718792172367
rf,357,0.91026,1.8375823024742632
gbm,357,0.893515,1.7337038532213196
mlp,357,0.90181,1.849835301989962
constant,358,0.89656,2.9274457153932154
ridge,358,0.909325,2.250673935838843
rf,358,0.9015,1.7879341087712597
gbm,358,0.911765,1.8304987627479359
mlp,358,0.910335,1.8989463763163545
constant,359,0.896515,2.927129437268703
ridge,359,0.889405,2.1301506488173994
rf,359,0.89488,1.753899993827213
gbm,359,0.88157,1.67494391012012
mlp,359,0.875025,1.7138400504502913
constant,360,0.907605,3.006557077824879
ridge,360,0.90321,2.211652258594542
rf,360,0.88645,1.7125409714706386
gbm,360,0.89352,1.733777353691615
mlp,360,0.915995,1.9329565187181328
constant,361,0.88896,2.8774041345525374
ridge,361,0.905325,2.2249338962212883
rf,361,0.888145,1.7203103892556615
gbm,361,0.89592,1.7462262954920358
mlp,361,0.891785,1.795505826000602
constant,362,0.90655,2.99971207822976
ridge,362,0.867695,2.0168392901537002
rf,362,0.884285,1.7026029816901715
gbm,362,0.896915,1.7512173920992176
mlp,362,0.8871,1.7715792837409554
constant,363,0.8942,2.912001763561914
ridge,363,0.8973,2.175838149990307
rf,363,0.913725,1.8578735626074372
gbm,363,0.91452,1.8465167970156857
mlp,363,0.90935,1.893152672814169
constant,364,0.923155,3.132616435103821
ridge,364,0.915255,2.2914946180837656
rf,364,0.90586,1.8128103276159884
gbm,364,0.90637,1.8009739278742205
mlp,364,0.911155,1.9036728151417235
constant,365,0.91097,3.0341900108868263
ridge,365,0.910975,2.2624937589203453
rf,365,0.909175,1.8314677562164925
gbm,365,0.92369,1.9033615621870748
mlp,365,0.907425,1.8816359579236115
constant,366,0.85001,2.649850899646075
ridge,366,0.86585,2.007351467067118
rf,366,0.88936,1.7265738617032507
gbm,366,0.887145,1.7026189057423613
mlp,366,0.905755,1.8717481767551485
constant,367,0.922725,3.1291819804092187
ridge,367,0.89761,2.1775269978367136
rf,367,0.898155,1.769694650040724
gbm,367,0.89374,1.7349261508690106
mlp,367,0.88772,1.774512309825974
constant,368,0.924505,3.143767580239113
ridge,368,0.904945,2.2222373493637697
rf,368,0.907205,1.820565209013345
gbm,368,0.90982,1.819563221967485
mlp,368,0.90573,1.8717027998324967
constant,369,0.911435,3.0381195344794083
ridge,369,0.91744,2.306991887522063
rf,369,0.906905,1.8185982704174048
gbm,369,0.889205,1.7117879932044708
mlp,369,0.901435,1.8471921842574295
constant,370,0.90186,2.9655663433751345
ridge,370,0.900815,2.197613003395735
rf,370,0.89202,1.7400940855864073
gbm,370,0.897925,1.7564551213210877
mlp,370,0.901635,1.848549422816022
constant,371,0.917855,3.090282254390769
ridge,371,0.908005,2.2424907111526813
rf,371,0.87379,1.6550024966506482
gbm,371,0.88311,1.6825860294067545
mlp,371,0.87691,1.7225316429060988
constant,372,0.890635,2.8885651808266433
ridge,372,0.890525,2.1364876678100946
rf,372,0.87903,1.6785551468710662
gbm,372,0.88669,1.7007196421856714
mlp,372,0.89876,1.833334857491149
constant,373,0.897265,2.9323570334336635
ridge,373,0.89244,2.1474786471336036
rf,373,0.9121,1.8484755404624296
gbm,373,0.910475,1.823044361029841
mlp,373,0.912085,1.909650124230486
constant,374,0.904795,2.986635002715542
ridge,374,0.886425,2.1137843668680096
rf,374,0.9039,1.801565434863222
gbm,374,0.89316,1.7320891113947767
mlp,374,0.907495,1.8818887293774402
constant,375,0.882965,2.839853496115734
ridge,375,0.90706,2.2364899007271557
rf,375,0.904115,1.802678771281919
gbm,375,0.902995,1.7816288445819064
mlp,375,0.897235,1.8244260131355292
constant,376,0.89638,2.9265307855571363
ridge,376,0.89617,2.168948244478109
rf,376,0.896685,1.7628759789314337
gbm,376,0.89724,1.7529611821510167
mlp,376,0.90307,1.8571581469583336
constant,377,0.897715,2.9353718177414434
ridge,377,0.89895,2.185880286946385
rf,377,0.89267,1.743088581393046
gbm,377,0.895625,1.744480731765814
mlp,377,0.892315,1.798184068066315
constant,378,0.900375,2.9554071589549347
ridge,378,0.90763,2.2400847229033065
rf,378,0.90157,1.7882381416790727
gbm,378,0.915065,1.8500967933343149
mlp,378,0.910105,1.8975012922566166
constant,379,0.88126,2.828968534731021
ridge,379,0.889405,2.130116955030015
rf,379,0.89149,1.7374349967366554
gbm,379,0.900355,1.7680598098006697
mlp,379,0.883285,1.7525726085608353
constant,380,0.91558,3.0693399939455395
ridge,380,0.906365,2.2315193613183375
rf,380,0.91166,1.8459869662136938
gbm,380,0.89285,1.7305749107862787
mlp,380,0.90725,1.8807101403916608
constant,381,0.881295,2.829532272740847
ridge,381,0.896885,2.1735743370046254
rf,381,0.88347,1.698678450382741
gbm,381,0.89158,1.724342778334949
mlp,381,0.887925,1.775669116494145
constant,382,0.89757,2.9344146891748633
ridge,382,0.893945,2.156454425263398
rf,382,0.912235,1.8492442784776157
gbm,382,0.90865,1.8132761149736387
mlp,382,0.91606,1.9332961298413633
constant,383,0.886925,2.864133600113041
ridge,383,0.908285,2.2443470633412996
rf,383,0.90269,1.7951421241293315
gbm,383,0.90448,1.7892355792959935
mlp,383,0.912625,1.913124585827102
constant,384,0.911245,3.0364723122249666
ridge,384,0.917245,2.3056381319587893
rf,384,0.89896,1.7741899718763423
gbm,384,0.90271,1.7803104494755178
mlp,384,0.898745,1.83326206426527
constant,385,0.89857,2.941192756841554
ridge,385,0.89261,2.1485533324850152
rf,385,0.907985,1.825133916997094
gbm,385,0.914885,1.8487989356365562
mlp,385,0.9039,1.8615788329926515
constant,386,0.8925,2.9001621833333324
ridge,386,0.87818,2.0692972036107777
rf,386,0.859625,1.596056527481382
gbm,386,0.857835,1.5751297986903696
mlp,386,0.887475,1.7733266523460607
constant,387,0.916625,3.0793279071341555
ridge,387,0.89412,2.157672172316891
rf,387,0.90669,1.8176857722917497
gbm,387,0.89661,1.7497222969362003
mlp,387,0.908885,1.8907206329284334
constant,388,0.91088,3.033307577401355
ridge,388,0.89396,2.1565767608819146
rf,388,0.88166,1.6906623072498177
gbm,388,0.884265,1.6882936247263565
mlp,388,0.8744,1.7115274318487037
constant,389,0.898315,2.939896077554735
ridge,389,0.875165,2.0543290209515517
rf,389,0.91376,1.858075464626239
gbm,389,0.90924,1.816434616140076
mlp,389,0.92685,2.0062992419423167
constant,390,0.91358,3.05448272605169
ridge,390,0.912965,2.2758697970686823
rf,390,0.91084,1.841198792838242
gbm,390,0.92103,1.8860713673809169
mlp,390,0.92571,1.998142642011783
constant,391,0.878735,2.8130058633560617
ridge,391,0.879865,2.0779828015572033
rf,391,0.87579,1.6647199207429102
gbm,391,0.87461,1.6443565933568003
mlp,391,0.86155,1.6541849907456392
constant,392,0.872455,2.775695931838147
ridge,392,0.90862,2.2464075495687883
rf,392,0.90764,1.8229535658717413
gbm,392,0.89677,1.7502988797617944
mlp,392,0.893205,1.8023769613516902
constant,393,0.88911,2.878427520417562
ridge,393,0.90862,2.246408352038812
rf,393,0.88796,1.7195095025976204
gbm,393,0.89459,1.7395098629762507
mlp,393,0.8983,1.8303966430024965
constant,394,0.8788,2.813464757415729
ridge,394,0.87836,2.0703536411593575
rf,394,0.885825,1.7094877481497868
gbm,394,0.88176,1.6758154889058379
mlp,394,0.885455,1.7637016190150543
constant,395,0.911865,3.04108030568932
ridge,395,0.90753,2.2394292484483787
rf,395,0.904595,1.8057063791373804
gbm,395,0.906035,1.7987919037418345
mlp,395,0.89549,1.815023925912008
constant,396,0.906765,3.001008031925336
ridge,396,0.90848,2.245615095098999
